778.jpg	0.0
251.jpg	0.016369536034964473
203.jpg	0.03346026791584311
395.jpg	0.039189999106915036
729.jpg	0.04339318921213327
261.jpg	0.046282369353783104
725.jpg	0.04952146246830764
782.jpg	0.05306409539415518
353.jpg	0.05695357622660757
229.jpg	0.06177935808989925
976.jpg	0.06348365454981308
922.jpg	0.0645147845846206
777.jpg	0.06751991298868804
298.jpg	0.06873055656693026
700.jpg	0.07248484129112791
348.jpg	0.0727172881920111
287.jpg	0.07546384778819591
349.jpg	0.08078779094021574
734.jpg	0.08101736096047561
222.jpg	0.08129459532465859
754.jpg	0.0816514966060023
244.jpg	0.0819568538744625
80.jpg	0.08232642954726024
914.jpg	0.0834017126322955
19.jpg	0.08424656182895536
90.jpg	0.0847085065858205
937.jpg	0.08621468884128738
272.jpg	0.08692505110726136
739.jpg	0.08785784363959773
87.jpg	0.088390089071117
240.jpg	0.08956538516078627
217.jpg	0.09339887396537497
219.jpg	0.0938944800400961
956.jpg	0.09463707996868881
64.jpg	0.09465053659118892
336.jpg	0.09514394823634342
247.jpg	0.0967134298792055
756.jpg	0.09712136060105418
218.jpg	0.09910525598574477
2.jpg	0.10018065997985838
355.jpg	0.10100094360945346
540.jpg	0.10134793865195287
338.jpg	0.102239533904454
205.jpg	0.10383382177787738
934.jpg	0.10410581740709786
758.jpg	0.10470460228184814
318.jpg	0.10476778709126203
25.jpg	0.10486982486397123
809.jpg	0.10632999314398547
70.jpg	0.1067806299007456
930.jpg	0.10699917891741041
54.jpg	0.10841445333072523
939.jpg	0.10888389795557472
896.jpg	0.1088940610042623
13.jpg	0.10909916743037046
944.jpg	0.10981603818659644
5.jpg	0.1110157544720568
801.jpg	0.11105342887997649
906.jpg	0.112098255882953
393.jpg	0.11255352560004504
889.jpg	0.11267881963794261
854.jpg	0.11378642338170228
26.jpg	0.11387466819710167
289.jpg	0.11406299174578934
955.jpg	0.11426296911510746
974.jpg	0.11461558396657935
286.jpg	0.11511874373011549
370.jpg	0.11650128756370029
394.jpg	0.11779059711623846
243.jpg	0.11903400370482373
745.jpg	0.11946054783902511
577.jpg	0.12038934287136882
33.jpg	0.12072891311943466
790.jpg	0.12096109842011192
750.jpg	0.12103093340960402
206.jpg	0.1213999686079037
253.jpg	0.1218461532384178
905.jpg	0.12198707690161281
118.jpg	0.12203203508095735
210.jpg	0.12262108645335025
747.jpg	0.12303082654765837
109.jpg	0.1230608005540351
396.jpg	0.12315581486880756
800.jpg	0.12385432037276695
965.jpg	0.12410745135567004
545.jpg	0.1245382986072959
225.jpg	0.12478125419709483
352.jpg	0.12499363843812217
204.jpg	0.12525586848527298
775.jpg	0.12633505475520246
328.jpg	0.12634264138049353
77.jpg	0.12649373695562954
241.jpg	0.12676881399618756
248.jpg	0.12712280423669073
989.jpg	0.12746357090949553
94.jpg	0.12797095380593207
743.jpg	0.12907673877581508
556.jpg	0.12954472314610116
84.jpg	0.12972134614241407
72.jpg	0.12986934462759103
