0	223.jpg	0.0
12	254.jpg	246.0906907513099
35	261.jpg	302.7641776874853
38	290.jpg	305.27270217965173
40	282.jpg	305.79151549337365
51	225.jpg	314.44296274896647
52	206.jpg	315.1624364594825
70	249.jpg	324.1360384447436
108	228.jpg	339.33244726809585
140	217.jpg	348.38255106502953
142	209.jpg	348.7031551090374
154	257.jpg	350.4517193583317
166	231.jpg	354.4347164106992
174	287.jpg	356.3430499410205
175	236.jpg	356.4824436445914
179	275.jpg	357.27514544867535
198	251.jpg	364.90994458763544
209	250.jpg	367.3491199372156
216	244.jpg	369.16206536850234
229	232.jpg	370.85930798717106
236	216.jpg	372.1062925634995
246	200.jpg	374.2803031417879
247	243.jpg	374.3213226370268
253	218.jpg	375.94728463890914
259	263.jpg	377.45290365459493
284	247.jpg	382.8405988959655
288	203.jpg	384.25198155605943
303	227.jpg	386.6038760044724
314	230.jpg	387.6527675425566
324	296.jpg	390.1369555204205
325	273.jpg	390.28417065701643
359	255.jpg	394.3408520543257
363	222.jpg	394.7287673666463
365	204.jpg	395.0155013231796
376	260.jpg	396.62501655668416
396	241.jpg	402.0158949090659
397	246.jpg	402.03651203960885
400	229.jpg	402.3308621590002
405	294.jpg	402.87531405372846
407	210.jpg	402.9053576216075
408	235.jpg	402.9153610571297
410	277.jpg	403.1476294266018
412	269.jpg	403.8994152186025
416	212.jpg	404.4605725584554
418	274.jpg	404.7202865819023
433	265.jpg	407.0095991160463
464	266.jpg	411.47639517512215
478	291.jpg	414.7779441665632
481	259.jpg	415.0929381849512
488	253.jpg	415.64451201178207
502	238.jpg	417.27619002078455
511	279.jpg	418.9873226207731
514	268.jpg	419.87339183821473
522	278.jpg	420.699682041343
532	262.jpg	422.58074126040344
555	208.jpg	427.62569977323193
564	248.jpg	429.93802814085984
581	295.jpg	432.0290522362431
589	272.jpg	432.95898726406
591	289.jpg	433.00548217025187
599	215.jpg	434.262638537896
610	221.jpg	436.4990685147825
628	280.jpg	439.4165527750344
631	211.jpg	439.95659553204257
633	293.jpg	440.2424499005217
640	226.jpg	441.8098775834932
647	213.jpg	442.98878331887556
658	233.jpg	447.0561544021193
666	214.jpg	449.4032115538874
672	239.jpg	451.63593574403905
677	252.jpg	452.36680709230257
680	224.jpg	452.5891729927521
682	234.jpg	453.43553096592876
691	245.jpg	454.96685695209493
700	288.jpg	457.4851495641518
701	256.jpg	457.63529795728533
704	219.jpg	458.1850392724581
713	240.jpg	459.81641650141796
734	298.jpg	468.1938643670267
735	242.jpg	468.25026662034054
737	267.jpg	468.4423709223605
755	264.jpg	475.29367380980875
766	281.jpg	478.30372942736074
772	202.jpg	480.20423027146717
781	292.jpg	484.9515043927032
782	205.jpg	485.4493440218276
787	299.jpg	487.15975820815027
799	286.jpg	491.0488300316147
801	201.jpg	491.65035126985686
802	284.jpg	491.71718923495183
803	271.jpg	492.2655623756619
813	270.jpg	497.6303377097126
824	285.jpg	502.39805907601175
831	207.jpg	506.1474607488122
832	220.jpg	506.81030033448985
836	283.jpg	508.34853840099066
861	258.jpg	530.5597329209522
865	237.jpg	533.3176265211998
871	276.jpg	541.8812971983507
875	297.jpg	543.4671299812588
